"","df_conc","Q_05","Q_25","Q_50","Q_75","Q_95"
"738",6100,0.00370788179823218,0.00722071641498243,0.0137472274634842,0.0268545960395838,0.0652497476074197
"739",6150,0.00290773015226912,0.00624719881687721,0.0129287856591825,0.0231295324677826,0.0509093961789421
"740",6200,0.00196204852099988,0.00628399362726909,0.0121298627683769,0.019321110935269,0.0599194329156196
"741",6250,0.0022747793382049,0.0071442120506762,0.0132407979945052,0.0264579266758157,0.060956241372418
"742",6300,0.00199638539448924,0.00689608197015304,0.0111338928476888,0.0245193661449551,0.0658945030556516
"743",6350,0.00336207754519806,0.00828404905806523,0.0145869278719176,0.0231074056613093,0.0798573557974491
"744",6400,0.00238700157767123,0.00604156461101651,0.0128850875333426,0.0230105840113798,0.0565916262864635
"745",6450,0.0032527675898999,0.00791625520444342,0.0144897234845583,0.0254856281143259,0.0671135294235956
"746",6500,0.00242445614069129,0.00698941961513078,0.0124160535719209,0.0231405679054961,0.0649100182602291
"747",6550,0.00266948072812889,0.00706679873717178,0.0141523265437251,0.0277792651024914,0.0635080873858912
"748",6600,0.0028630426622469,0.00689833111324109,0.013311924400525,0.0293563115247465,0.0482455430015921
"749",6650,0.00307430066551638,0.00667779794304696,0.0128426532001962,0.0253674427136464,0.0634967345452517
"750",6700,0.00396603802496413,0.00821499524173935,0.0127345245665577,0.0257642692945984,0.0797933722487982
"751",6750,0.00351503564384766,0.00843170125298245,0.0150422135089676,0.0285326007977061,0.0699325215692428
"752",6800,0.00181071071026481,0.00816332911158155,0.0139122971484441,0.0272103593649849,0.0608096309999237
"753",6850,0.00358714371166388,0.00865640275653198,0.0178596362505846,0.0269165104819438,0.0769343320579027
"754",6900,0.00366817718752748,0.00745508474732898,0.0160518948668277,0.0296879509080746,0.0927717168337472
"755",6950,0.00282588434689768,0.00722059484464088,0.0142183218673798,0.0268506645950963,0.0832894725448612
"756",7000,0.00387575254871962,0.00958366993980445,0.017797229294837,0.0324433549820752,0.0731849921944506
"757",7050,0.00390888032372571,0.0087989983021225,0.0181752996403706,0.028574331022679,0.0605286390836688
"758",7100,0.00231857096482481,0.00626147114065576,0.0129301101350474,0.0237558441016588,0.0617796878516009
"759",7150,0.00344842922096292,0.00822027160091843,0.0154373692432107,0.0288586924407448,0.076005130088784
"760",7200,0.00349524345181391,0.00890680079365394,0.0170939120827714,0.0281892147334984,0.0722634609088294
"761",7250,0.00444222887485676,0.00950331021686396,0.0160113958890123,0.0281051375118267,0.0718424374038984
"762",7300,0.00298778873389497,0.00852395777009407,0.0152642151643433,0.0298380544690103,0.0731355975586987
"763",7350,0.00456812407002177,0.00972086403592221,0.0161300468453072,0.0280107918604194,0.0787473023766328
"764",7400,0.00352090418111974,0.00998018094108835,0.0173947259139601,0.0347910962587457,0.0895569331182967
"765",7450,0.00356289146256074,0.00803033215476431,0.0150112379598544,0.027815600119778,0.0538789237977653
"766",7500,0.00398410258293563,0.00732298288744029,0.0144268449677145,0.0295255150786263,0.0615385383082335
"767",7550,0.00465697798455136,0.0100039856056453,0.0149920117451928,0.0237856746439743,0.0472522165030941
"768",7600,0.0033334858353371,0.00921415297994127,0.0186932153271904,0.0327595256276718,0.102430854642542
"769",7650,0.00343282474996719,0.00943442577048617,0.0161422864848578,0.0346547377473819,0.0672024306443547
"770",7700,0.00484083022770764,0.00969208871560165,0.0174780539292963,0.032247239416228,0.0602873746798386
"771",7750,0.0029271745417719,0.00864538082971028,0.0190780627784004,0.0286618690893893,0.0650885971026212
"772",7800,0.0056181641129269,0.0123115725944024,0.0173827335566603,0.0379216827887222,0.0761350468855808
"773",7850,0.0044324796555597,0.00943850781714503,0.0200131288105542,0.0320674596067245,0.065526464907789
"774",7900,0.00184750039314535,0.00886941140229691,0.0153159913431594,0.030089288433671,0.0594557159067055
"775",7950,0.00369997063031121,0.00858198060877788,0.0145477674044464,0.0251489116691625,0.0534456412551627
"776",8000,0.00327988974355943,0.00865908658788747,0.0151515342345912,0.0289136553240573,0.0574202310103868
"777",8050,0.00415001162126343,0.00850475036198256,0.0143952559426788,0.0265843524091628,0.0590677677248931
"778",8100,0.00394837698260255,0.00976050062706396,0.0183919634566669,0.0294944371600121,0.0719725477295563
"779",8150,0.0024860510203283,0.0095850113397479,0.0157220712659669,0.0268671539067264,0.0748124885736798
"780",8200,0.00457018530831994,0.0096807334251299,0.0197156697468908,0.0374246906468335,0.0833202240755347
"781",8250,0.00482305761895936,0.0104706793457001,0.0184481348661611,0.0331418915494272,0.0939636458964129
"782",8300,0.00369305769711364,0.00956731106504274,0.0185237469345194,0.030077873871986,0.0776386561543519
"783",8350,0.00531645503649039,0.0091385082352925,0.0152811804624664,0.0256377854685156,0.078479183394125
"784",8400,0.00356087971258517,0.00971350033604965,0.0174431649572622,0.0310248875798257,0.0700645920147772
"785",8450,0.00341391268167934,0.00840616236407241,0.0149806065154083,0.024963313152298,0.0658549741548168
"786",8500,0.00313364364581482,0.00938175924276047,0.018151100976036,0.0396135890802711,0.0794312281574371
"787",8550,0.00360590762740898,0.0101692996894723,0.0195004826128957,0.029736739587671,0.0738676165651419
"788",8600,0.00461171819427553,0.0112098192023481,0.0175233757572659,0.0295741503982236,0.104576017847677
"789",8650,0.0026804052137868,0.00817460422756061,0.0202162166230279,0.0377518524887158,0.114219313513924
"790",8700,0.00408994184617034,0.0105659318443297,0.0214290064314842,0.0345672005948433,0.0811050955287225
"791",8750,0.00442868647602018,0.00749433291994189,0.0170573893354357,0.0354098230237929,0.0820111790925954
"792",8800,0.00419138676425296,0.01050483816466,0.0186393798313749,0.036363489892785,0.0726238227216245
"793",8850,0.00338594914430942,0.00931040047711881,0.023182967964932,0.0336057857737537,0.0603783808474465
"794",8900,0.00338765586252873,0.00773244408811383,0.014705650570584,0.028291413984764,0.0909135945091935
"795",8950,0.00456225562303704,0.0113308719119083,0.0166878910760438,0.0328238332644046,0.070307574117454
"796",9000,0.00343338797661337,0.0100850673233388,0.0190334948478709,0.0300109018120643,0.0727856491104626
"797",9050,0.00397982567709497,0.00962543419494191,0.0170675371757789,0.0276257989875671,0.0871678040160489
"798",9100,0.00472417661636215,0.0118752121960143,0.0209544343194776,0.0317287385959017,0.0713580189814518
"799",9150,0.00297119511049217,0.0107495948171659,0.0184802565582746,0.0354690006816896,0.0780311957904399
"800",9200,0.00494924636721191,0.0125974171472284,0.0241098040049769,0.0414305800488105,0.0927932147504997
"801",9250,0.00449365520947746,0.00962274271408381,0.0144160232354452,0.0248665918689596,0.0836316208660833
"802",9300,0.00552096895958801,0.0116431670072448,0.0224253432118702,0.0360792250018314,0.0868144498012432
"803",9350,0.00406795552340467,0.00986178572779348,0.0178165804738611,0.0323239054149158,0.0875111125884992
"804",9400,0.00333888967190678,0.00937284397990407,0.0193273067156072,0.0346764885089416,0.0790794951677168
"805",9450,0.0038303461302142,0.0119067278591172,0.0227345734657174,0.0408895258153154,0.0864005084468227
"806",9500,0.00289111205889782,0.0116664433968124,0.0181788339506217,0.0322038694374537,0.0817119741632043
"807",9550,0.00361585022794204,0.0124159834751849,0.024736564419874,0.0457177061800663,0.105477775614847
"808",9600,0.0041351628953249,0.0120521161841234,0.0222705937984813,0.0361218008099466,0.0854433732563159
"809",9650,0.00368609351683002,0.00932886631208271,0.0221237280855031,0.0389113431554844,0.0877369086278341
"810",9700,0.00269009207953915,0.00858447048849303,0.0172784578895707,0.0293241361932697,0.0814975992308395
"811",9750,0.00492914248291756,0.0110551756849845,0.0209676391509048,0.043152151447861,0.099617133180227
"812",9800,0.00379397874332055,0.0124113068714288,0.0209424653253544,0.0384880777666132,0.117825516790893
"813",9850,0.00257668818474233,0.0113535190482558,0.0216613569894307,0.0465403356998685,0.106192708489947
"814",9900,0.00281101712362632,0.0106653660812401,0.0181288031324798,0.0360299927957395,0.111808294072827
"815",9950,0.0050075635795097,0.0122862596202048,0.0191020145702127,0.0400526989450835,0.0847267833834014
"816",10000,0.00481155768800553,0.0128621124689957,0.0244229203822052,0.0562019959965561,0.105656478798083
"817",10000,0.0025659465582225,0.0122375308314226,0.0226250929584388,0.0373112399308699,0.103474807398384
"818",11000,0.00507630244504981,0.0141326686023158,0.0266798344483969,0.0434799258434509,0.120084679638147
"819",12000,0.0049776194594006,0.013467431689924,0.025752354522835,0.0423952520205728,0.114109677638855
"820",13000,0.00644319045897118,0.013455303020573,0.0313436369080023,0.0562760443400614,0.0978015223386007
"821",14000,0.00484712367761703,0.0168982977450199,0.0339439260244312,0.0648981234663138,0.159967607280895
"822",15000,0.00727893902930493,0.0206859868923692,0.0385076718497009,0.0659439340971072,0.182734788787391
"823",16000,0.00731456710672536,0.0186954518808102,0.0418819538585211,0.0808554377035477,0.123206482589805
"824",17000,0.0053365909558947,0.0183860803750891,0.0416164653463055,0.0731222177370202,0.134634414158724
"825",18000,0.0110773818866897,0.0229162058681068,0.0461018569445257,0.0766495099960694,0.177985751322969
"826",19000,0.0114713435823564,0.025562988323593,0.0395899435705109,0.0704517847833838,0.177937548403395
"827",20000,0.0121000380371698,0.0263832915490572,0.0427516754227056,0.0747208643370649,0.20671214823388
"828",21000,0.00934246369548785,0.0207194008793505,0.0372951124540464,0.0671897371194325,0.209216781840777
"829",22000,0.00852262622774234,0.0202901566294466,0.0332778933039901,0.0733461754280248,0.188501630390382
"830",23000,0.00712672432404463,0.0255721511286784,0.0482173045549603,0.0854898681035226,0.225580303380908
"831",24000,0.0100899935399227,0.0318294932582958,0.0522489769802036,0.0897308111565336,0.271775280380238
"832",25000,0.0135155537590731,0.0271342104578822,0.0463899285714835,0.0823932744644936,0.201116836026239
"833",26000,0.0100316669747615,0.0313239397188856,0.0611529324014155,0.0886301339287165,0.200924742303381
"834",27000,0.0164468215198169,0.0282090312236124,0.0519590706962303,0.0877827907714128,0.193626162986279
"835",28000,0.0160437035011468,0.0356277759391144,0.0578534948801039,0.115184159522084,0.279517748030273
"836",29000,0.0107636122955442,0.0358292322141471,0.0591114893170442,0.122225115383455,0.271620980432647
"837",30000,0.0148267529457923,0.0340290126281436,0.0668510923727427,0.124541064593096,0.253900681065887
"838",31000,0.0102401586826348,0.0324503319437691,0.0619851624217586,0.108258218925183,0.28064139038218
"839",32000,0.0152215958256348,0.0314184536901282,0.073103282523137,0.109587972565155,0.30332027434924
"840",33000,0.0121049746918242,0.038407466265788,0.0746522261886396,0.153248551671764,0.294899913107055
"841",34000,0.0187632083064803,0.0382575151791989,0.0678524186063548,0.103556228745231,0.228014991962579
"842",35000,0.0160154510356148,0.0379989043694993,0.0645143555199552,0.132663089936648,0.292510224450535
"843",36000,0.0242269730199311,0.0495486500247149,0.0800464121512653,0.110355681912262,0.285471569999025
"844",37000,0.0182378285300088,0.043046288372201,0.0724297159858554,0.133094637253784,0.302346119701262
"845",38000,0.0184436874613924,0.0490363703592503,0.0785858323485955,0.165209102228816,0.411471472783334
"846",39000,0.0193548006097259,0.0474230448996926,0.0876923043013529,0.121829514626894,0.290494676014419
"847",40000,0.0127951262113607,0.0529482521707935,0.0860236765483762,0.158868278108209,0.416403228719878
"848",41000,0.0121058512358857,0.0461186549826771,0.0822108207592394,0.121691450667271,0.357491768236566
"849",42000,0.019652427892825,0.0498552040032835,0.081924017582323,0.148277275887016,0.364302581774187
"850",43000,0.0190138830036745,0.0508148481771057,0.0822118867743467,0.14525395829875,0.326170995826856
"851",44000,0.0167136082768317,0.0511538484299952,0.0966411613210176,0.17836257315458,0.400947542885631
"852",45000,0.0136135447150429,0.0388685245317655,0.0660281611324932,0.127994908706251,0.370628131325939
"853",46000,0.0121492574278692,0.058517223895002,0.101802323006023,0.154810267248589,0.36980976018431
"854",47000,0.0217690897969512,0.0586320003276391,0.100436636182496,0.173453550917989,0.356526052683981
"855",48000,0.0239300234197088,0.0480664059518944,0.0967108900369151,0.178036417772388,0.304510589372
"856",49000,0.026983791479089,0.051920663376468,0.0817849233845462,0.142512300855354,0.296961639760533
"857",50000,0.0236720797867336,0.0559052723858351,0.115246427842421,0.205584925204631,0.391358166381265
"858",51000,0.0242456548755551,0.0554499446173403,0.114080886025848,0.191822794869656,0.444507955416057
"859",52000,0.0200242165667633,0.0662352836905726,0.104078274331379,0.178140656525417,0.377551802717366
"860",53000,0.0195891126652076,0.0573163411784074,0.111198097853576,0.188243108846459,0.385545605235609
"861",54000,0.0237956990493732,0.062606503248912,0.101600411078727,0.202969877724627,0.477839545713387
"862",55000,0.0219165969613045,0.0652485350561866,0.104219734527137,0.166179481544897,0.453763148500044
"863",56000,0.0246114414696357,0.0635282461922884,0.108923735466238,0.184967417868434,0.421351448684684
"864",57000,0.0296348601530523,0.0700297563776007,0.118439560421389,0.20283088342006,0.454712214266604
"865",58000,0.0189755908121973,0.0689672505958115,0.100979706019071,0.192727132688285,0.491855786107446
"866",59000,0.0290753504965358,0.0745959958578407,0.145548012544282,0.243349276224479,0.443438421347239
"867",60000,0.0326512813892383,0.0739652549961004,0.131238338858762,0.209685927886466,0.384668217387444
"868",61000,0.0264592980395189,0.064951628872045,0.104439493979344,0.216737687621434,0.368964012665043
"869",62000,0.0269550785215352,0.0582679583987726,0.110681810254635,0.174296082138519,0.547787544017256
"870",63000,0.0246158901098057,0.06921367772497,0.130786039241961,0.180009228364042,0.357944746219028
"871",64000,0.0232601983939305,0.0782344030295098,0.140837627642043,0.201185664014319,0.430822538691047
"872",65000,0.0349717691073391,0.0897331571911776,0.161599723387685,0.291822121453733,0.50528333054636
"873",66000,0.0345340141550444,0.0776488070538479,0.125092809042885,0.23449560187594,0.610998648892658
"874",67000,0.0394651045644889,0.0841202139826224,0.117014480177933,0.225340448004969,0.503778240898389
"875",68000,0.0324525729742665,0.0743927764769029,0.134100234772165,0.20648701667937,0.601868173070861
"876",69000,0.0252709945206886,0.066891733923916,0.117601371844192,0.215368033629394,0.447923107781522
"877",70000,0.0325810825569435,0.0652783331156876,0.13751294698436,0.250893632812504,0.521875071033734
"878",71000,0.0276053947156667,0.0863765977771824,0.13315192227409,0.243165940901552,0.410275024250579
"879",72000,0.0289274527910479,0.070106609568553,0.149117959700959,0.240536046504675,0.452646275191566
"880",73000,0.0374407772240432,0.0950590124900802,0.182581310988071,0.275634424005483,0.449881488954404
"881",74000,0.0301576675292952,0.0765569510669262,0.136365656006941,0.233867622134855,0.503492496845302
"882",75000,0.0421225926612274,0.0840726166644431,0.151590059854788,0.261242554877413,0.511280472561886
"883",76000,0.0343111434804627,0.0775091403257852,0.143138343548198,0.238490568397994,0.52316442428196
"884",77000,0.0384910492428328,0.0845345425093193,0.164542714955565,0.234807873683391,0.519148879518656
"885",78000,0.0301609150495024,0.0934333789807271,0.14563933621986,0.242302274752742,0.46140197336347
"886",79000,0.039124456806054,0.0954135799377176,0.151978407983653,0.243966589292026,0.453376963992736
"887",80000,0.0408049952246064,0.0970494385202165,0.169434503428192,0.27900303074905,0.584700814294225
"888",81000,0.0468112982280055,0.0933726063023263,0.138951411214227,0.225498480624402,0.540475661031181
"889",82000,0.0377283393272913,0.0884945939875622,0.179389724559439,0.316280599072072,0.605685485305884
"890",83000,0.0544077269347986,0.0939767280486696,0.157529126312186,0.303937250917458,0.49578650124858
"891",84000,0.0308099837960431,0.0807603083008449,0.168155260439742,0.35775123164544,0.682540782850014
"892",85000,0.0539594700643702,0.1107759289132,0.185933867852912,0.314941770349845,0.698621671029022
"893",86000,0.045054663244964,0.0919696844878107,0.131300681245926,0.265021341781038,0.54699401486014
"894",87000,0.0382403967638607,0.104367698721093,0.168081098134455,0.324490685706884,0.567537036955111
"895",88000,0.0435451669683641,0.0950649325805015,0.168067026949875,0.274718899777923,0.528101710438125
"896",89000,0.0396174287648814,0.102023599512514,0.189254844838976,0.357118802142838,0.693684644507484
"897",90000,0.0473627280728593,0.118353845113103,0.192762019375443,0.362614822220654,0.606947787033007
"898",91000,0.0411863126545565,0.0955594112622667,0.178842864404116,0.340432710607864,0.634496798530217
"899",92000,0.0488105852352142,0.102762721888402,0.180566211617973,0.304676576379252,0.610394213463442
"900",93000,0.0339976875946594,0.0936942696087699,0.150542386410166,0.280411521791822,0.633936609811708
"901",94000,0.0550322751503194,0.0958471052139011,0.157152508045195,0.269311320095375,0.632772843222695
"902",95000,0.0412387898542958,0.108421176168479,0.182063997095237,0.31062340188922,0.537503836079961
"903",96000,0.0571228455018043,0.116278139046524,0.162658200019136,0.262323849720868,0.487688764127048
"904",97000,0.0398347420028179,0.101627584583966,0.183269899580696,0.272883475196511,0.580509005374168
"905",98000,0.0493729671444,0.118683657082347,0.198431397050119,0.330092252014516,0.563951113216385
"906",99000,0.0476325291218589,0.117221974152084,0.214230487644156,0.377058935905264,0.556991254501689
"907",1e+05,0.0591876937377197,0.130039950640583,0.241071318350241,0.378891222216358,0.749043012101759
"908",1e+05,0.0494140290595986,0.114565360344087,0.222885299246276,0.36443752870906,0.596070497827552
"909",110000,0.0520910764315615,0.12926801320535,0.221553358846791,0.330210663452015,0.640328472096722
"910",120000,0.0615737948721787,0.16016998798739,0.221203687616938,0.411566191714458,0.775217563950196
"911",130000,0.0808498005755182,0.14854602132468,0.253523382049038,0.354812077170334,0.561463929686159
"912",140000,0.0505466202739842,0.134938638592173,0.248924622832496,0.436528517002986,0.769768550918693
"913",150000,0.0667654293249816,0.191838155531364,0.302838795101429,0.431558813908364,0.74126778778677
"914",160000,0.0807710303685655,0.171495123758241,0.25699661856612,0.435783363541765,0.801579562033708
"915",170000,0.0882192009202685,0.175585361939807,0.302356130142493,0.509034876398096,0.782996637156912
"916",180000,0.07539316160698,0.164250343014101,0.30641377256183,0.505849325925812,0.81444998325083
"917",190000,0.068967731331379,0.180592237061776,0.287961972072105,0.427728174924993,0.771446442737161
"918",2e+05,0.063385458391759,0.206700261805357,0.33119626891504,0.489179481255869,0.8896957654402
"919",210000,0.0972803442204652,0.238797574620284,0.374409807465802,0.641554540436654,0.941813894643804
"920",220000,0.0698784995115238,0.209406024499354,0.346267962313917,0.523510331725561,0.858037927173531
"921",230000,0.138015452579098,0.244182988943949,0.39006375569406,0.643651556188439,0.924473509683723
"922",240000,0.116621136172407,0.243078207549188,0.398855044048774,0.604995301016507,0.90902183817184
"923",250000,0.131914475200003,0.223762898158933,0.36444553886211,0.538293448932609,0.957638360618162
"924",260000,0.105531412682751,0.233205447172617,0.411248509106604,0.676366930971279,0.968888669533194
"925",270000,0.143140208787799,0.307226437090218,0.477663677348206,0.639034097967969,0.931043560818549
"926",280000,0.182488986805131,0.294028426476506,0.464299466607405,0.675529697914741,0.938315934778387
"927",290000,0.105171688135811,0.286474192058458,0.499262770262749,0.723586773638712,0.972364273767109
"928",3e+05,0.152693524412206,0.31337293044182,0.504741373381222,0.729406708320064,0.940113024610516
"929",310000,0.134129834789641,0.30041160505779,0.494477313210138,0.730992539530679,0.965670948902565
"930",320000,0.110843583406371,0.360336862967515,0.561919050079184,0.749945335066612,0.964854641872088
"931",330000,0.144400334609906,0.328656731715088,0.503948081316233,0.773005302615903,0.988179888351815
"932",340000,0.198056188953527,0.364372650367867,0.531510830414736,0.766162269480916,0.925779424543514
"933",350000,0.149091676595769,0.354220790083191,0.493591861428965,0.718519256476908,0.959525303375032
"934",360000,0.151836669722796,0.337219939225637,0.532902945712881,0.775566873168095,0.978925956161402
"935",370000,0.223628020027087,0.361223948166559,0.533764983916777,0.760229769898842,0.97484308761775
"936",380000,0.208124264394308,0.365369344746931,0.595815659737879,0.780644462497305,0.968995634427052
"937",390000,0.167520116403393,0.327909985460931,0.523056711258285,0.813816750587027,0.98827372604331
"938",4e+05,0.137183791699063,0.340562307812613,0.591571397029291,0.800885583527827,0.982116936642655
"939",410000,0.206999181474456,0.475079495148282,0.677261388731662,0.875783549654296,0.978317023365985
"940",420000,0.170343700573605,0.39462602086557,0.582034803693127,0.775240389965738,0.981877219213072
"941",430000,0.156929510941562,0.446645918976626,0.624375398232812,0.807269869390434,0.946291576543864
"942",440000,0.213319932962811,0.374784305393477,0.601760692541561,0.822282972119476,0.960454823645656
"943",450000,0.208105009417212,0.391775817251043,0.568072600441503,0.83281980141346,0.990930216371874
"944",460000,0.343788667711424,0.509641086773056,0.653860404173435,0.787040709327316,0.968738545643121
"945",470000,0.229878333328833,0.472194651955444,0.706327229975138,0.887539621936822,0.98757163652568
"946",480000,0.159709219325207,0.351449640853025,0.620535181902219,0.85193174853812,0.98642528085657
"947",490000,0.270453445184813,0.481432823392793,0.710233513110662,0.89411990165205,0.987766684229484
"948",5e+05,0.230365315792533,0.441605484677174,0.670634739356553,0.873244757556743,0.997924774733075
"949",510000,0.209609614535156,0.471311146697807,0.648090389903947,0.869304235679407,0.986950092189052
"950",520000,0.284541205150039,0.502846096628565,0.720667611610915,0.88522307062993,0.987360689881341
"951",530000,0.174126359728074,0.425470773541549,0.616294168701142,0.836104263980096,0.997355739553951
"952",540000,0.237758438622968,0.507616460133617,0.653089988879857,0.847437917958026,0.995698635223524
"953",550000,0.2273430539566,0.448126038132359,0.65938216283058,0.8539053502967,0.969099748066224
"954",560000,0.209354603293257,0.48705472495816,0.624051762351129,0.879224607873584,0.997857762432288
"955",570000,0.211788455610464,0.489215281124799,0.692613573122113,0.910750502806856,0.989875519986427
"956",580000,0.269071523771845,0.574989557569166,0.800287754777339,0.9189673839637,0.993363404218399
"957",590000,0.18368786722094,0.546419218460996,0.778797427401385,0.961866692925284,0.99974970567887
"958",6e+05,0.283693206093756,0.55223200784452,0.739384470579306,0.950811722603435,0.999671395061761
"959",610000,0.332361045810631,0.547488602285863,0.746867201914745,0.904262559831102,0.991443597414005
"960",620000,0.240982267339666,0.503440619848171,0.728519593480048,0.867503778453848,0.986497028724153
"961",630000,0.221092227050347,0.438090500815888,0.672470217646299,0.919788546708673,0.995431656628295
"962",640000,0.257887408708479,0.586058224689386,0.741751533853138,0.896169286918251,0.992041093166907
"963",650000,0.271587121234211,0.490807157263994,0.723278121561211,0.940088175944774,0.998592611765962
"964",660000,0.257409335270692,0.534595132111987,0.731172338616355,0.921527810455087,0.998142229029584
"965",670000,0.196232857231077,0.524082589663958,0.739767225409267,0.899112795354246,0.992809242435771
"966",680000,0.291634899013671,0.520538982561892,0.759266250754587,0.917413142418896,0.9995318473338
"967",690000,0.257933005276664,0.575152676785825,0.840937157525884,0.957961741344548,0.999777760392145
"968",7e+05,0.356880674250701,0.644853826371653,0.785387043770852,0.957373357110456,0.998938946983374
"969",710000,0.257319002759404,0.490324434552923,0.663803101162446,0.903862907597736,0.99994492605223
"970",720000,0.3669890180237,0.573987403886847,0.78714721024611,0.937535088784095,0.997226407270583
"971",730000,0.298707119900675,0.64705616508289,0.84098296733567,0.94943245374848,0.999303276744344
"972",740000,0.35622190509538,0.565544609894455,0.786404119877997,0.952591600373974,0.999472057844352
"973",750000,0.245760492554779,0.554822824547982,0.8193881966314,0.967145971571794,0.997579050509898
"974",760000,0.386308784469781,0.65172234764846,0.818654410044208,0.958206605352152,0.998666190372442
"975",770000,0.359676351105046,0.649115675545664,0.842780508990489,0.972958960079041,0.999987300016239
"976",780000,0.309244367450354,0.565934402701814,0.794025956676206,0.958422084957735,0.997100909162597
"977",790000,0.354474348478026,0.59515659942824,0.828612359543215,0.95509217612226,0.999937669186833
"978",8e+05,0.307346174721766,0.638736632095042,0.856283822759321,0.961819993803372,0.999526262792464
"979",810000,0.37055094876493,0.705476170917278,0.873651499693139,0.951846951786247,0.99909269283597
"980",820000,0.196588321114961,0.650324513081406,0.80308983806313,0.929288364354499,0.998767337699988
"981",830000,0.343552632052087,0.66884253070531,0.853683792916316,0.982068556409429,0.999988019625345
"982",840000,0.27764443342619,0.617844542399327,0.810023331352363,0.960553315084153,0.999580435462353
"983",850000,0.385927426517812,0.6044098763927,0.824684162881611,0.955627385776807,0.999494982817379
"984",860000,0.40990695461618,0.684735572965621,0.86549134915597,0.95523887754755,0.999266729774287
"985",870000,0.376351687611186,0.701657664933116,0.881110804607545,0.98380828667561,0.999922722109359
"986",880000,0.287630715340921,0.565904341233126,0.837058468805398,0.96132894487243,0.999761782377467
"987",890000,0.42519059602526,0.574909177857782,0.827289851096119,0.965630620181991,0.999473979366776
"988",9e+05,0.349208557025197,0.651651269108799,0.811094631706676,0.952757288659427,0.997256682989862
"989",910000,0.324198412778336,0.689257386108989,0.845804636730652,0.979011527297941,0.999983344956169
"990",920000,0.36091859423527,0.660046877068002,0.816007368203273,0.972316343956057,0.999980275247879
"991",930000,0.293980250039868,0.653935569011219,0.83770621744453,0.948688096511037,0.999454223834666
"992",940000,0.353144353482124,0.709488119320047,0.893310626170922,0.980534459149989,0.999689656696036
"993",950000,0.476578017107026,0.754633208970147,0.936219542501362,0.989348416215611,0.999974460649554
"994",960000,0.374322264113076,0.717991040217301,0.88413982622735,0.991115304597674,0.999943119059866
"995",970000,0.395383846063666,0.660371455414277,0.82558214309122,0.974405587175448,0.999861429828957
"996",980000,0.433438275788193,0.665797774711695,0.839744215844697,0.964115258714169,0.999946316208377
"997",990000,0.332079312919319,0.599840149387766,0.831776260551662,0.974616814268308,0.999934287291727
"998",1e+06,0.409493048918859,0.74490138595225,0.887454807712439,0.978542392250705,0.999998576912943
"999",1e+06,0.216506567041407,0.540083127004365,0.830091906238553,0.967444801384609,0.998545304233085
"1000",1100000,0.316882672753628,0.715991591520929,0.94225962025544,0.996040809797082,0.999999547905573
"1001",1200000,0.532953465448108,0.788718917419146,0.930975917354144,0.994321198413286,0.999967874376892
"1002",1300000,0.438156771741326,0.776588934914252,0.922575858420385,0.991331505723442,0.999990470006889
"1003",1400000,0.445831072315585,0.819458733474573,0.954468915829741,0.997112788461451,0.999997629446023
"1004",1500000,0.567399818363862,0.847188494578339,0.982455142179165,0.999054242698294,0.999992317514326
"1005",1600000,0.412694171082631,0.823541822428694,0.941352468476244,0.996741244936725,0.999994229827367
"1006",1700000,0.49414848040368,0.876590939569989,0.962184251599861,0.999153272882434,0.999998367196648
"1007",1800000,0.600652510699778,0.874591842730003,0.985505739114066,0.999322649864118,0.99999999984977
"1008",1900000,0.688668202309125,0.869204834765094,0.987118497454723,0.999055364858108,0.999999967293868
"1009",2e+06,0.599646737919115,0.89746509317538,0.987330719612079,0.999170165513164,0.999999486090955
"1010",2100000,0.657235775276958,0.922954179514488,0.99482492846304,0.999550227629382,0.999999999795073
"1011",2200000,0.529637108694819,0.948148021142529,0.984773217611396,0.999520995927551,0.999999998007834
"1012",2300000,0.679780966722837,0.935099932122212,0.994300738914671,0.999911953390847,0.999999999999174
"1013",2400000,0.714282488414818,0.963302187148599,0.994136469597754,0.999907043107803,0.999999999909596
"1014",2500000,0.845123822333871,0.965620036379709,0.997320453480865,0.99991149744055,0.999999999999888
"1015",2600000,0.645491446463294,0.932749026960609,0.998794549177845,0.99999852777677,0.999999999997119
"1016",2700000,0.57343528953171,0.956603829085001,0.99878619042849,0.999951340538862,0.999999997016715
"1017",2800000,0.769875963753124,0.964423026158482,0.996781169373245,0.999997422721472,0.999999999999997
"1018",2900000,0.772749987943206,0.959819406919661,0.99775045090056,0.999998343523608,0.999999999998955
"1019",3e+06,0.604527986770833,0.938183140103129,0.996868283569707,0.999885556842959,0.999999999999998
"1020",3100000,0.836479164387338,0.979194157021302,0.999077486821832,0.999992852089024,0.99999999999997
"1021",3200000,0.512567704808837,0.96256707130752,0.998034970606274,0.999992518309983,1
"1022",3300000,0.713499900611212,0.956708737244185,0.998064126106684,0.999992691739443,1
"1023",3400000,0.753251594526176,0.99543265547132,0.999813770535174,0.999999925017781,1
"1024",3500000,0.879834346297221,0.986412760024875,0.999420221374165,0.999991492633813,0.999999999999912
"1025",3600000,0.755722302033169,0.979748497598456,0.999008966269063,0.999999152198085,1
"1026",3700000,0.812176721522267,0.974860897053297,0.999610034924022,0.999999922712721,0.999999999999998
