"","condition","risk"
"857","d_I1",2.22044604925031e-15
"858","d_I1",9.99200722162641e-16
"859","d_I1",4.44089209850063e-16
"860","d_I1",2.22044604925031e-16
"861","d_I1",1.11022302462516e-16
"862","d_I1",0
"863","d_I1",0
"864","d_I1",0
"865","d_I1",0
"866","d_I1",0
"867","d_I1",0
"868","d_I1",0
"869","d_I1",0
"870","d_I1",0
"871","d_I1",0
"872","d_I1",0
"873","d_I1",0
"874","d_I1",0
"875","d_I1",0
"876","d_I1",0
"877","d_I1",0
"878","d_I1",0
"879","d_I1",0
"880","d_I1",3.04583749444198e-07
"881","d_I1",1.30025567313119e-07
"882","d_I1",5.55073844665799e-08
"883","d_I1",2.36958755950312e-08
"884","d_I1",3.146994187464e-07
"885","d_I1",1.34343905888734e-07
"886","d_I1",5.73508657231159e-08
"887","d_I1",2.44828501916317e-08
"888","d_I1",1.04516286736356e-08
"889","d_I1",3.09045505630934e-07
"890","d_I1",1.31930273039593e-07
"891","d_I1",5.63204957115815e-08
"892","d_I1",2.40429894882155e-08
"893","d_I1",1.02638538779232e-08
"894","d_I1",4.38159719617914e-09
"895","d_I1",1.87048587729777e-09
"896","d_I1",7.98502819421287e-10
"897","d_I1",3.04924626881586e-07
"898","d_I1",1.30171086465403e-07
"899","d_I1",5.55695061077444e-08
"900","d_I1",2.37223950483312e-08
"901","d_I1",1.01269934660309e-08
"902","d_I1",4.32317204257515e-09
"903","d_I1",1.84554449500496e-09
"904","d_I1",7.87855336525922e-10
"905","d_I1",3.36332184325272e-10
"906","d_I1",1.43578815503531e-10
"907","d_I1",6.12931927435056e-11
"908","d_I1",2.61658472666682e-11
"909","d_I1",3.04594919509071e-07
"910","d_I1",1.3003033572101e-07
"911","d_I1",5.55094201715178e-08
"912","d_I1",2.36967446776148e-08
"913","d_I1",1.0116043336339e-08
"914","d_I1",4.31849755955227e-09
"915","d_I1",1.84354886911819e-09
"916","d_I1",7.87003462399127e-10
"917","d_I1",3.35968586284707e-10
"918","d_I1",1.43423606324689e-10
"919","d_I1",6.12269124289355e-11
"920","d_I1",2.61375365795402e-11
"921","d_I1",1.11579634420877e-11
"922","d_I1",4.76330086485177e-12
"923","d_I1",2.03348449190344e-12
"924","d_I1",8.6808338295441e-13
"925","d_I1",3.70592445619877e-13
"926","d_I1",6.80566714095221e-14
"927","d_I1",2.90878432451791e-14
"928","d_I1",1.24344978758018e-14
"929","d_I1",5.32907051820075e-15
"930","d_I1",2.22044604925031e-15
"931","d_I1",9.99200722162641e-16
"932","d_I1",4.44089209850063e-16
"933","d_I1",2.22044604925031e-16
"934","d_I1",1.11022302462516e-16
"935","d_I1",0
"936","d_I1",0
"937","d_I1",3.04583749444198e-07
"938","d_I1",1.30025567313119e-07
"939","d_I1",5.55073844665799e-08
"940","d_I1",2.36958755950312e-08
"941","d_I1",1.01156724108264e-08
"942","d_I1",4.31833913072666e-09
"943","d_I1",1.84348125653599e-09
"944","d_I1",7.86974596600487e-10
"945","d_I1",3.35956262809134e-10
"946","d_I1",1.43418388276473e-10
"947","d_I1",6.12246919828863e-11
"948","d_I1",2.61365373788180e-11
"949","d_I1",1.11576303751804e-11
"950","d_I1",4.76307882024685e-12
"951","d_I1",2.03337346960097e-12
"952","d_I1",8.6808338295441e-13
"953","d_I1",3.70592445619877e-13
"954","d_I1",1.58206781009085e-13
"955","d_I1",6.75015598972095e-14
"956","d_I1",2.88657986402541e-14
"957","d_I1",1.23234755733392e-14
"958","d_I1",5.21804821573824e-15
"959","d_I1",2.22044604925031e-15
"960","d_I1",9.99200722162641e-16
"961","d_I1",4.44089209850063e-16
"962","d_I1",2.22044604925031e-16
"963","d_I1",1.11022302462516e-16
"964","d_I1",0
"965","d_I1",0
"966","d_I1",3.04583749444198e-07
"967","d_I1",1.30025567313119e-07
"968","d_I1",5.55073844665799e-08
"969","d_I1",2.36958755950312e-08
"970","d_I1",1.01156724108264e-08
"971","d_I1",4.31833913072666e-09
"972","d_I1",1.84348125653599e-09
"973","d_I1",7.86974596600487e-10
"974","d_I1",3.35956262809134e-10
"975","d_I1",1.43418388276473e-10
"976","d_I1",6.12246919828863e-11
"977","d_I1",2.61365373788180e-11
"978","d_I1",1.11576303751804e-11
"979","d_I1",4.76307882024685e-12
"980","d_I1",2.03337346960097e-12
"981","d_I1",8.6808338295441e-13
"982","d_I1",3.70592445619877e-13
"983","d_I1",1.58206781009085e-13
"984","d_I1",3.04583816945758e-07
"985","d_I1",1.30025596067895e-07
"986","d_I1",5.55073967900555e-08
"987","d_I1",2.36958809241017e-08
"988","d_I1",1.01156746312725e-08
"989","d_I1",4.31834012992738e-09
"990","d_I1",1.8434817006252e-09
"991","d_I1",7.86974818645092e-10
"992","d_I1",3.35956373831436e-10
"993","d_I1",1.43418388276473e-10
"994","d_I1",6.12246919828863e-11
"995","d_I1",2.61365373788180e-11
"996","d_I1",1.11576303751804e-11
"997","d_I1",4.76307882024685e-12
"998","d_I1",2.03337346960097e-12
"999","d_I1",8.6808338295441e-13
"1000","d_I1",3.70592445619877e-13
"1001","d_I1",1.58206781009085e-13
"1002","d_I1",6.75015598972095e-14
"1003","d_I1",2.88657986402541e-14
"1004","d_I1",1.23234755733392e-14
"1005","d_I1",5.21804821573824e-15
"1006","d_I1",2.22044604925031e-15
"1007","d_I1",3.04583750443399e-07
"1008","d_I1",1.30025567646186e-07
"1009","d_I1",5.55073846886245e-08
"1010","d_I1",3.28279617933802e-07
"1011","d_I1",1.40141238391678e-07
"1012","d_I1",5.98257234862842e-08
"1013","d_I1",2.55393568515672e-08
"1014","d_I1",1.09026470074269e-08
"1015","d_I1",4.65429539353579e-09
"1016","d_I1",1.98689964481247e-09
"1017","d_I1",8.48199288583373e-10
"1018","d_I1",3.62092800187952e-10
"1019","d_I1",1.54575907629351e-10
"1020","d_I1",6.59878818254356e-11
"1021","d_I1",2.8169910848419e-11
"1022","d_I1",1.20256027358323e-11
"1023","d_I1",5.13367126586672e-12
"1024","d_I1",2.19158025061006e-12
"1025","d_I1",3.04584685029141e-07
"1026","d_I1",1.30025966660341e-07
"1027","d_I1",5.55075549968365e-08
"1028","d_I1",2.36959484256616e-08
"1029","d_I1",1.01157034970711e-08
"1030","d_I1",4.31835245340295e-09
"1031","d_I1",1.84348691867342e-09
"1032","d_I1",7.86977039091141e-10
"1033","d_I1",3.35957262009856e-10
"1034","d_I1",3.04727168165542e-07
"1035","d_I1",1.30086792116124e-07
"1036","d_I1",5.55335212260033e-08
"1037","d_I1",2.37070332254063e-08
"1038","d_I1",1.01204354896467e-08
"1039","d_I1",4.32037250419626e-09
"1040","d_I1",1.84434933991895e-09
"1041","d_I1",7.87345189046107e-10
"1042","d_I1",3.36114469590143e-10
"1043","d_I1",1.4348588983637e-10
"1044","d_I1",3.0464500300198e-07
"1045","d_I1",1.30051716173973e-07
"1046","d_I1",5.55185473150033e-08
"1047","d_I1",2.37006410053198e-08
"1048","d_I1",1.01177066724745e-08
"1049","d_I1",4.31920754717652e-09
"1050","d_I1",1.84385207102622e-09
"1051","d_I1",7.87132914403799e-10
"1052","d_I1",3.36023764369031e-10
"1053","d_I1",1.43447143052811e-10
"1054","d_I1",6.12370154584596e-11
"1055","d_I1",2.61418664493362e-11
"1056","d_I1",1.11598508212296e-11
"1057","d_I1",4.76407802096901e-12
"1058","d_I1",2.03381755881082e-12
"1059","d_I1",8.68194405256872e-13
"1060","d_I1",3.70592445619877e-13
"1061","d_I1",1.58206781009085e-13
"1062","d_I1",6.75015598972095e-14
"1063","d_I1",2.88657986402541e-14
"1064","d_I1",1.23234755733392e-14
"1065","d_I1",5.21804821573824e-15
"1066","d_I1",2.22044604925031e-15
"1067","d_I1",3.04583750443399e-07
"1068","d_I1",1.30025567646186e-07
"1069","d_I1",5.55073846886245e-08
"1070","d_I1",2.36958757060535e-08
"1071","d_I1",1.01156724108264e-08
"1072","d_I1",4.31833913072666e-09
"1073","d_I1",1.8434813675583e-09
"1074","d_I1",7.86974596600487e-10
"1075","d_I1",3.35956262809134e-10
"1076","d_I1",1.43418388276473e-10
"1077","d_I1",6.12246919828863e-11
"1078","d_I1",2.61365373788180e-11
"1079","d_I1",1.11576303751804e-11
"1080","d_I1",3.04588512634041e-07
"1081","d_I1",1.30027600686589e-07
"1082","d_I1",5.55082525499628e-08
"1083","d_I1",2.36962461874768e-08
"1084","d_I1",1.01158306176075e-08
"1085","d_I1",4.31840663228655e-09
"1086","d_I1",1.84351012233464e-09
"1087","d_I1",7.8698692007606e-10
"1088","d_I1",3.3596148085735e-10
"1089","d_I1",1.43420608722522e-10
"1090","d_I1",3.04644975135382e-07
"1091","d_I1",1.30051704294587e-07
"1092","d_I1",5.55185423189997e-08
"1093","d_I1",2.37006387848737e-08
"1094","d_I1",1.0117705784296e-08
"1095","d_I1",4.31920721410961e-09
"1096","d_I1",1.84385184898161e-09
"1097","d_I1",7.87132803381496e-10
"1098","d_I1",3.36023764369031e-10
"1099","d_I1",1.43447143052811e-10
"1100","d_I1",6.12370154584596e-11
"1101","d_I1",2.61418664493362e-11
"1102","d_I1",1.11598508212296e-11
"1103","d_I1",4.76407802096901e-12
"1104","d_I1",2.03381755881082e-12
"1105","d_I1",8.68194405256872e-13
"1106","d_I1",3.70592445619877e-13
"1107","d_I1",1.58206781009085e-13
"1108","d_I1",6.75015598972095e-14
"1109","d_I1",2.88657986402541e-14
"1110","d_I1",1.23234755733392e-14
"1111","d_I1",2.22044604925031e-15
"1112","d_I1",9.99200722162641e-16
"1113","d_I1",4.44089209850063e-16
"1114","d_I1",2.22044604925031e-16
"1115","d_I1",1.11022302462516e-16
"1116","d_I1",0
"1117","d_I1",0
"1118","d_I1",0
"1119","d_I1",0
"1120","d_I1",0
"1121","d_I1",0
"1122","d_I1",3.04583749444198e-07
"1123","d_I1",1.30025567313119e-07
"1124","d_I1",5.55073844665799e-08
"1125","d_I1",2.36958755950312e-08
"1126","d_I1",1.01156724108264e-08
"1127","d_I1",4.31833913072666e-09
"1128","d_I1",1.84348125653599e-09
"1129","d_I1",7.86974596600487e-10
"1130","d_I1",3.35956262809134e-10
"1131","d_I1",1.43418388276473e-10
"1132","d_I1",3.04644974136181e-07
"1133","d_I1",4.34635413659734e-07
"1134","d_I1",1.85544102193624e-07
"1135","d_I1",7.9208021919186e-08
"1136","d_I1",3.38397320276407e-07
"1137","d_I1",1.44460444939654e-07
"1138","d_I1",6.16695752242435e-08
"1139","d_I1",2.63264896549487e-08
"1140","d_I1",1.1238670771796e-08
"1141","d_I1",4.7977425365886e-09
"1142","d_I1",2.04813666027093e-09
"1143","d_I1",8.7434115503271e-10
"1144","d_I1",3.73252651009182e-10
"1145","d_I1",1.5933998565032e-10
"1146","d_I1",6.80215883619439e-11
"1147","d_I1",2.90381052536759e-11
"1148","d_I1",1.23963062037546e-11
"1149","d_I1",5.29187804687581e-12
"1150","d_I1",2.25908181050727e-12
"1151","d_I1",9.64450741491873e-13
"1152","d_I1",4.11670697531008e-13
"1153","d_I1",1.75748304798162e-13
"1154","d_I1",7.50510764646606e-14
"1155","d_I1",3.19744231092045e-14
"1156","d_I1",1.36557432028894e-14
"1157","d_I1",5.88418203051333e-15
"1158","d_I1",2.44249065417534e-15
"1159","d_I1",1.11022302462516e-15
"1160","d_I1",4.44089209850063e-16
"1161","d_I1",2.22044604925031e-16
"1162","d_I1",1.11022302462516e-16
"1163","d_I1",0
"1164","d_I1",0
"1165","d_I1",0
"1166","d_I1",0
"1167","d_I1",0
"1168","d_I1",0
"1169","d_I1",0
"1170","d_I1",0
"1171","d_I1",3.04583749444198e-07
"1172","d_I1",1.30025567313119e-07
"1173","d_I1",5.55073844665799e-08
"1174","d_I1",2.36958755950312e-08
"1175","d_I1",1.01156724108264e-08
"1176","d_I1",4.31833913072666e-09
"1177","d_I1",1.84348125653599e-09
"1178","d_I1",7.86974596600487e-10
"1179","d_I1",3.35956262809134e-10
"1180","d_I1",1.43418388276473e-10
"1181","d_I1",6.12246919828863e-11
"1182","d_I1",2.61365373788180e-11
"1183","d_I1",1.11576303751804e-11
"1184","d_I1",4.76307882024685e-12
"1185","d_I1",2.03337346960097e-12
"1186","d_I1",8.6808338295441e-13
"1187","d_I1",3.70592445619877e-13
"1188","d_I1",1.58206781009085e-13
"1189","d_I1",6.75015598972095e-14
"1190","d_I1",2.88657986402541e-14
"1191","d_I1",1.23234755733392e-14
"1192","d_I1",5.21804821573824e-15
"1193","d_I1",2.22044604925031e-15
"1194","d_I1",9.99200722162641e-16
"1195","d_I1",4.44089209850063e-16
"1196","d_I1",3.04583749666243e-07
"1197","d_I1",4.34609277233378e-07
"1198","d_I1",1.85532944563249e-07
"1199","d_I1",7.92032588403657e-08
"1200","d_I1",3.3811547783813e-08
"1201","d_I1",1.44340115415531e-08
"1202","d_I1",6.16182049828495e-09
"1203","d_I1",2.63045596415878e-09
"1204","d_I1",1.12293085940962e-09
"1205","d_I1",4.79374540063304e-10
"1206","d_I1",2.04643080259359e-10
"1207","d_I1",8.73612293617043e-11
"1208","d_I1",3.72941677539984e-11
"1209","d_I1",1.59207091954272e-11
"1210","d_I1",6.79645228984782e-12
"1211","d_I1",2.90134583025292e-12
"1212","d_I1",1.23856480627182e-12
"1213","d_I1",5.28799226628962e-13
"1214","d_I1",2.25708340906294e-13
"1215","d_I1",9.63673585374636e-14
"1216","d_I1",4.11892742135933e-14
"1217","d_I1",1.75415237890775e-14
"1218","d_I1",7.54951656745106e-15
"1219","d_I1",3.21964677141295e-15
"1220","d_I1",1.33226762955019e-15
"1221","d_I1",5.55111512312578e-16
"1222","d_I1",2.22044604925031e-16
"1223","d_I1",1.11022302462516e-16
"1224","d_I1",0
"1225","d_I1",0
"1226","d_I1",0
"1227","d_I1",0
"1228","d_I1",0
"1229","d_I1",0
"1230","d_I1",0
"1231","d_I1",0
"1232","d_I1",0
"1233","d_I1",0
"1234","d_I1",0
"1235","d_I1",0
"1236","d_I1",3.04583749444198e-07
"1237","d_I1",1.30025567313119e-07
"1238","d_I1",5.55073844665799e-08
"1239","d_I1",2.36958755950312e-08
"1240","d_I1",1.01156724108264e-08
"1241","d_I1",4.31833913072666e-09
"1242","d_I1",1.84348125653599e-09
"1243","d_I1",7.86974596600487e-10
"1244","d_I1",3.35956262809134e-10
"1245","d_I1",1.43418388276473e-10
"1246","d_I1",6.12246919828863e-11
"1247","d_I1",2.61365373788180e-11
"1248","d_I1",1.11576303751804e-11
"1249","d_I1",4.76307882024685e-12
"1250","d_I1",2.03337346960097e-12
"1251","d_I1",8.6808338295441e-13
"1252","d_I1",3.70592445619877e-13
"1253","d_I1",1.58206781009085e-13
"1254","d_I1",6.75015598972095e-14
"1255","d_I1",2.88657986402541e-14
"1256","d_I1",1.23234755733392e-14
"1257","d_I1",5.21804821573824e-15
"1258","d_I1",2.22044604925031e-15
"1259","d_I1",9.99200722162641e-16
"1260","d_I1",4.44089209850063e-16
"1261","d_I1",2.22044604925031e-16
"1262","d_I1",1.11022302462516e-16
"1263","d_I1",0
"1264","d_I1",0
"1265","d_I1",0
"1266","d_I1",0
"1267","d_I1",0
"1268","d_I1",0
"1269","d_I1",0
"1270","d_I1",0
"1271","d_I1",0
"1272","d_I1",3.04583749444198e-07
"1273","d_I1",1.30025567313119e-07
"1274","d_I1",5.55073844665799e-08
"1275","d_I1",2.36958755950312e-08
"1276","d_I1",1.01156724108264e-08
"1277","d_I1",4.31833913072666e-09
"1278","d_I1",1.84348125653599e-09
"1279","d_I1",7.86974596600487e-10
"1280","d_I1",3.35956262809134e-10
"1281","d_I1",1.43418388276473e-10
"1282","d_I1",6.12246919828863e-11
"1283","d_I1",2.61365373788180e-11
"1284","d_I1",1.11576303751804e-11
"1285","d_I1",3.04588512634041e-07
"1286","d_I1",1.30027600686589e-07
"1287","d_I1",5.55082525499628e-08
"1288","d_I1",2.36962461874768e-08
"1289","d_I1",1.01158306176075e-08
"1290","d_I1",4.31840663228655e-09
"1291","d_I1",1.84351012233464e-09
"1292","d_I1",7.8698692007606e-10
"1293","d_I1",3.3596148085735e-10
"1294","d_I1",1.43420608722522e-10
"1295","d_I1",6.12256911836084e-11
"1296","d_I2",0
"1297","d_I2",0
"1298","d_I2",0
"1299","d_I2",0
"1300","d_I2",0
"1301","d_I2",3.31160992739221e-07
"1302","d_I2",1.37722134363472e-07
"1303","d_I2",5.72754208505444e-08
"1304","d_I2",2.38195100310534e-08
"1305","d_I2",9.90597781580504e-09
"1306","d_I2",4.11966483149229e-09
"1307","d_I2",1.71327241282881e-09
"1308","d_I2",7.12509939937434e-10
"1309","d_I2",2.96316193804103e-10
"1310","d_I2",1.23230980975109e-10
"1311","d_I2",5.12488940174194e-11
"1312","d_I2",2.13131734483341e-11
"1313","d_I2",8.86368756169986e-12
"1314","d_I2",3.68616248636044e-12
"1315","d_I2",1.53299595240242e-12
"1316","d_I2",6.37490060739765e-13
"1317","d_I2",2.65121258280487e-13
"1318","d_I2",1.10245146345278e-13
"1319","d_I2",4.5852210917019e-14
"1320","d_I2",1.90958360235527e-14
"1321","d_I2",7.88258347483861e-15
"1322","d_I2",3.33066907387547e-15
"1323","d_I2",1.33226762955019e-15
"1324","d_I2",5.55111512312578e-16
"1325","d_I2",2.22044604925031e-16
"1326","d_I2",1.11022302462516e-16
"1327","d_I2",0
"1328","d_I2",0
"1329","d_I2",0
"1330","d_I2",0
"1331","d_I2",0
"1332","d_I2",0
"1333","d_I2",0
"1334","d_I2",0
"1335","d_I2",0
"1336","d_I2",0
"1337","d_I2",0
"1338","d_I2",0
"1339","d_I2",0
"1340","d_I2",0
"1341","d_I2",0
"1342","d_I2",0
"1343","d_I2",0
"1344","d_I2",0
"1345","d_I2",0
"1346","d_I2",0
"1347","d_I2",0
"1348","d_I2",0
"1349","d_I2",0
"1350","d_I2",0
"1351","d_I2",0
"1352","d_I2",0
"1353","d_I2",0
"1354","d_I2",0
"1355","d_I2",0
"1356","d_I2",0
"1357","d_I2",0
"1358","d_I2",0
"1359","d_I2",0
"1360","d_I2",0
"1361","d_I2",0
"1362","d_I2",0
"1363","d_I2",0
"1364","d_I2",0
"1365","d_I2",0
"1366","d_I2",0
"1367","d_I2",0
"1368","d_I2",0
"1369","d_I2",0
"1370","d_I2",0
"1371","d_I2",0
"1372","d_I2",0
"1373","d_I2",0
"1374","d_I2",0
"1375","d_I2",0
"1376","d_I2",0
"1377","d_I2",0
"1378","d_I2",0
"1379","d_I2",0
"1380","d_I2",0
"1381","d_I2",0
"1382","d_I2",0
"1383","d_I2",0
"1384","d_I2",0
"1385","d_I2",0
"1386","d_I2",0
"1387","d_I2",0
"1388","d_I2",0
"1389","d_I2",0
"1390","d_I2",0
"1391","d_I2",0
"1392","d_I2",0
"1393","d_I2",0
"1394","d_I2",0
"1395","d_I2",0
"1396","d_I2",0
"1397","d_I2",0
"1398","d_I2",0
"1399","d_I2",0
"1400","d_I2",0
"1401","d_I2",0
"1402","d_I2",0
"1403","d_I2",0
"1404","d_I2",0
"1405","d_I2",0
"1406","d_I2",0
"1407","d_I2",0
"1408","d_I2",0
"1409","d_I2",0
"1410","d_I2",0
"1411","d_I2",0
"1412","d_I2",0
"1413","d_I2",0
"1414","d_I2",0
"1415","d_I2",0
"1416","d_I2",0
"1417","d_I2",0
"1418","d_I2",0
"1419","d_I2",0
"1420","d_I2",0
"1421","d_I2",0
"1422","d_I2",0
"1423","d_I2",0
"1424","d_I2",0
"1425","d_I2",0
"1426","d_I2",0
"1427","d_I2",0
"1428","d_I2",0
"1429","d_I2",0
"1430","d_I2",0
"1431","d_I2",0
"1432","d_I2",0
"1433","d_I2",0
"1434","d_I2",3.31160992739221e-07
"1435","d_I2",1.37722134363472e-07
"1436","d_I2",1.93942947257497e-08
"1437","d_I2",8.06563416055894e-09
"1438","d_I2",3.35430883069421e-09
"1439","d_I2",1.39497868811844e-09
"1440","d_I2",5.80139047912098e-10
"1441","d_I2",2.41266229217274e-10
"1442","d_I2",1.00336960962011e-10
"1443","d_I2",4.1727843402839e-11
"1444","d_I2",1.73536740533109e-11
"1445","d_I2",7.21700477157583e-12
"1446","d_I2",3.00137692477165e-12
"1447","d_I2",1.24822374658606e-12
"1448","d_I2",5.19140286314723e-13
"1449","d_I2",2.1582735598713e-13
"1450","d_I2",8.98170426921752e-14
"1451","d_I2",3.73034936274053e-14
"1452","d_I2",1.55431223447522e-14
"1453","d_I2",6.43929354282591e-15
"1454","d_I2",2.66453525910038e-15
"1455","d_I2",1.11022302462516e-15
"1456","d_I2",4.44089209850063e-16
"1457","d_I2",2.22044604925031e-16
"1458","d_I2",1.11022302462516e-16
"1459","d_I2",0
"1460","d_I2",0
"1461","d_I2",0
"1462","d_I2",0
"1463","d_I2",0
"1464","d_I2",3.31160992739221e-07
"1465","d_I2",1.37722134363472e-07
"1466","d_I2",5.72754208505444e-08
"1467","d_I2",2.38195100310534e-08
"1468","d_I2",9.90597781580504e-09
"1469","d_I2",4.11966483149229e-09
"1470","d_I2",1.71327241282881e-09
"1471","d_I2",7.12509939937434e-10
"1472","d_I2",2.96316193804103e-10
"1473","d_I2",1.23230980975109e-10
"1474","d_I2",5.12488940174194e-11
"1475","d_I2",2.13131734483341e-11
"1476","d_I2",8.86368756169986e-12
"1477","d_I2",3.68616248636044e-12
"1478","d_I2",1.53299595240242e-12
"1479","d_I2",6.37490060739765e-13
"1480","d_I2",2.65121258280487e-13
"1481","d_I2",1.10245146345278e-13
"1482","d_I2",4.5852210917019e-14
"1483","d_I2",1.90958360235527e-14
"1484","d_I2",7.88258347483861e-15
"1485","d_I2",3.33066907387547e-15
"1486","d_I2",1.33226762955019e-15
"1487","d_I2",5.55111512312578e-16
"1488","d_I2",2.22044604925031e-16
"1489","d_I2",1.11022302462516e-16
"1490","d_I2",0
"1491","d_I2",0
"1492","d_I2",0
"1493","d_I2",0
"1494","d_I2",0
"1495","d_I2",0
"1496","d_I2",0
"1497","d_I2",0
"1498","d_I2",0
"1499","d_I2",0
"1500","d_I2",0
"1501","d_I2",0
"1502","d_I2",0
"1503","d_I2",0
"1504","d_I2",0
"1505","d_I2",0
"1506","d_I2",0
"1507","d_I2",0
"1508","d_I2",0
"1509","d_I2",0
"1510","d_I2",0
"1511","d_I2",0
"1512","d_I2",0
"1513","d_I2",0
"1514","d_I2",0
"1515","d_I2",0
"1516","d_I2",0
"1517","d_I2",0
"1518","d_I2",0
"1519","d_I2",0
"1520","d_I2",0
"1521","d_I2",0
"1522","d_I2",0
"1523","d_I2",0
"1524","d_I2",0
"1525","d_I2",0
"1526","d_I2",0
"1527","d_I2",0
"1528","d_I2",0
"1529","d_I2",0
"1530","d_I2",0
"1531","d_I2",0
"1532","d_I2",0
"1533","d_I2",0
"1534","d_I2",0
"1535","d_I2",0
"1536","d_I2",0
"1537","d_I2",0
"1538","d_I2",0
"1539","d_I2",0
"1540","d_I2",0
"1541","d_I2",0
"1542","d_I2",0
"1543","d_I2",0
"1544","d_I2",0
"1545","d_I2",0
"1546","d_I2",0
"1547","d_I2",0
"1548","d_I2",0
"1549","d_I2",0
"1550","d_I2",0
"1551","d_I2",0
"1552","d_I2",0
"1553","d_I2",0
"1554","d_I2",0
"1555","d_I2",0
"1556","d_I2",0
"1557","d_I2",0
"1558","d_I2",0
"1559","d_I2",0
"1560","d_I2",0
"1561","d_I2",0
"1562","d_I2",0
"1563","d_I2",0
"1564","d_I2",0
"1565","d_I2",0
"1566","d_I2",0
"1567","d_I2",0
"1568","d_I2",0
"1569","d_I2",0
"1570","d_I2",0
"1571","d_I2",0
"1572","d_I2",0
"1573","d_I2",0
"1574","d_I2",0
"1575","d_I2",0
"1576","d_I2",0
"1577","d_I2",0
"1578","d_I2",0
"1579","d_I2",0
"1580","d_I2",0
"1581","d_I2",0
"1582","d_I2",0
"1583","d_I2",0
"1584","d_I2",0
"1585","d_I2",0
"1586","d_I2",0
"1587","d_I2",0
"1588","d_I2",0
"1589","d_I2",0
"1590","d_I2",0
"1591","d_I2",0
"1592","d_I2",0
"1593","d_I2",0
"1594","d_I2",0
"1595","d_I2",0
"1596","d_I2",0
"1597","d_I2",0
"1598","d_I2",0
"1599","d_I2",0
"1600","d_I2",0
"1601","d_I2",0
"1602","d_I2",0
"1603","d_I2",0
"1604","d_I2",0
"1605","d_I2",0
"1606","d_I2",0
"1607","d_I2",0
"1608","d_I2",0
"1609","d_I2",0
"1610","d_I2",0
"1611","d_I2",0
"1612","d_I2",0
"1613","d_I2",0
"1614","d_I2",0
"1615","d_I2",0
"1616","d_I2",0
"1617","d_I2",0
"1618","d_I2",0
"1619","d_I2",0
"1620","d_I2",0
"1621","d_I2",0
"1622","d_I2",0
"1623","d_I2",0
"1624","d_I2",0
"1625","d_I2",0
"1626","d_I2",0
"1627","d_I2",0
"1628","d_I2",0
"1629","d_I2",0
"1630","d_I2",0
"1631","d_I2",0
"1632","d_I2",0
"1633","d_I2",0
"1634","d_I2",0
"1635","d_I2",0
"1636","d_I2",0
"1637","d_I2",0
"1638","d_I2",0
"1639","d_I2",0
"1640","d_I2",0
"1641","d_I2",0
"1642","d_I2",0
"1643","d_I2",0
"1644","d_I2",0
"1645","d_I2",0
"1646","d_I2",0
"1647","d_I2",0
"1648","d_I2",0
"1649","d_I2",0
"1650","d_I2",0
"1651","d_I2",0
"1652","d_I2",0
"1653","d_I2",0
"1654","d_I2",0
"1655","d_I2",0
"1656","d_I2",0
"1657","d_I2",0
"1658","d_I2",0
"1659","d_I2",0
"1660","d_I2",0
"1661","d_I2",0
"1662","d_I2",0
"1663","d_I2",0
"1664","d_I2",0
"1665","d_I2",0
"1666","d_I2",0
"1667","d_I2",0
"1668","d_I2",0
"1669","d_I2",0
"1670","d_I2",3.31160992739221e-07
"1671","d_I2",1.37722134363472e-07
"1672","d_I2",5.72754208505444e-08
"1673","d_I2",2.38195100310534e-08
"1674","d_I2",9.90597781580504e-09
"1675","d_I2",4.11966483149229e-09
"1676","d_I2",1.71327241282881e-09
"1677","d_I2",7.12509939937434e-10
"1678","d_I2",2.96316193804103e-10
"1679","d_I2",1.23230980975109e-10
"1680","d_I2",5.12488940174194e-11
"1681","d_I2",2.13131734483341e-11
"1682","d_I2",8.86368756169986e-12
"1683","d_I2",3.68616248636044e-12
"1684","d_I2",1.53299595240242e-12
"1685","d_I2",6.37490060739765e-13
"1686","d_I2",2.65121258280487e-13
"1687","d_I2",1.10245146345278e-13
"1688","d_I2",4.5852210917019e-14
"1689","d_I2",1.90958360235527e-14
"1690","d_I2",7.88258347483861e-15
"1691","d_I2",3.33066907387547e-15
"1692","d_I2",1.33226762955019e-15
"1693","d_I2",5.55111512312578e-16
"1694","d_I2",2.22044604925031e-16
"1695","d_I2",1.11022302462516e-16
"1696","d_I2",0
"1697","d_I2",0
"1698","d_I2",0
"1699","d_I2",0
"1700","d_I2",0
"1701","d_I2",0
"1702","d_I2",0
"1703","d_I2",0
"1704","d_I2",0
"1705","d_I2",0
"1706","d_I2",0
"1707","d_I2",0
"1708","d_I2",0
"1709","d_I2",0
"1710","d_I2",0
"1711","d_I2",0
"1712","d_I2",0
"1713","d_I2",0
"1714","d_I2",0
"1715","d_I2",0
"1716","d_I2",0
"1717","d_I2",0
"1718","d_I2",0
"1719","d_I2",0
"1720","d_I2",0
"1721","d_I2",0
"1722","d_I2",0
"1723","d_I2",0
"1724","d_I2",0
"1725","d_I2",0
"1726","d_I2",0
"1727","d_I2",0
"1728","d_I2",0
"1729","d_I2",0
"1730","d_I2",0
"1731","d_I2",0
"1732","d_I2",0
"1733","d_I2",0
"1734","d_I2",0
"1735","d_I2",0
"1736","d_I2",0
"1737","d_I2",0
"1738","d_I2",0
"1739","d_I2",0
"1740","d_I2",0
"1741","d_I2",0
"1742","d_I2",0
"1743","d_I2",0
"1744","d_I2",0
